protocol, hwsrc, hwdst, ipsrc, ipdst, whois
2048,20:16:d8:72:69:41,01:00:5e:7f:ff:fa,172.50.3.173,239.255.255.250,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
-1,40:b8:37:03:9c:b3,ff:ff:ff:ff:ff:ff,,,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
34525,0c:e7:25:77:8f:28,33:33:00:01:00:02,,,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
2054,dc:37:14:4d:49:10,ff:ff:ff:ff:ff:ff,172.50.3.50,172.50.0.1,1
2054,0c:e7:25:77:8f:28,ff:ff:ff:ff:ff:ff,0.0.0.0,172.50.1.14,1
34525,0c:e7:25:77:8f:28,33:33:00:00:00:01,,,
2048,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.3.255,
34525,0c:e7:25:77:8f:28,33:33:00:00:00:02,,,
34525,48:43:7c:9c:64:94,33:33:00:00:00:16,,,
34525,78:52:1a:45:d3:ea,33:33:00:00:00:16,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
34525,30:19:66:71:eb:85,33:33:00:00:00:02,,,
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2048,a8:0c:0d:d4:fb:b8,ff:ff:ff:ff:ff:ff,172.50.0.40,172.50.3.255,
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.2.8,1
2054,40:b8:37:03:9c:b3,ff:ff:ff:ff:ff:ff,172.50.0.200,172.50.0.200,2
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
2048,f8:95:c7:cd:44:33,01:00:5e:00:00:fb,172.50.0.181,224.0.0.251,
2048,a8:0c:0d:d4:f5:78,ff:ff:ff:ff:ff:ff,172.50.0.37,172.50.3.255,
2048,a8:0c:0d:d4:ed:30,ff:ff:ff:ff:ff:ff,172.50.0.39,172.50.3.255,
2048,b8:38:61:2c:66:f0,ff:ff:ff:ff:ff:ff,172.50.0.22,172.50.3.255,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
34525,48:43:7c:9c:64:94,33:33:00:00:00:02,,,
2054,00:27:13:fa:51:ee,ff:ff:ff:ff:ff:ff,172.50.3.216,172.50.0.1,1
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
34525,30:19:66:71:eb:85,33:33:00:00:00:02,,,
34525,0c:e7:25:77:8f:28,33:33:00:00:00:02,,,
2048,a8:0c:0d:d4:f5:c8,ff:ff:ff:ff:ff:ff,172.50.0.42,172.50.3.255,
2048,a8:0c:0d:d4:fc:00,ff:ff:ff:ff:ff:ff,172.50.0.36,172.50.3.255,
2048,a8:0c:0d:d4:f5:58,ff:ff:ff:ff:ff:ff,172.50.0.34,172.50.3.255,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
34525,0c:e7:25:77:8f:28,33:33:00:01:00:02,,,
2048,00:ae:fa:58:ae:96,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.3.97,1
2054,0c:e7:25:77:8f:28,ff:ff:ff:ff:ff:ff,172.50.1.14,172.50.1.14,1
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
34525,30:19:66:71:eb:85,33:33:00:00:00:02,,,
2054,40:b8:37:03:9c:b3,ff:ff:ff:ff:ff:ff,172.50.0.200,172.50.0.1,1
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
34525,38:b1:db:44:29:8b,33:33:00:01:00:02,,,
2054,00:27:13:fa:51:ee,ff:ff:ff:ff:ff:ff,172.50.3.216,172.50.0.1,1
34525,dc:37:14:4d:49:10,33:33:00:00:00:02,,,
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
2048,20:16:d8:72:69:41,01:00:5e:7f:ff:fa,172.50.3.173,239.255.255.250,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,149.154.175.50,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,149.154.175.50,
2048,a8:0c:0d:d4:fb:f0,ff:ff:ff:ff:ff:ff,172.50.0.30,172.50.3.255,
2048,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.3.255,
2048,a8:0c:0d:d4:fc:20,ff:ff:ff:ff:ff:ff,172.50.0.32,172.50.3.255,
2048,b8:38:61:2c:68:00,ff:ff:ff:ff:ff:ff,172.50.0.21,172.50.3.255,
2048,a8:0c:0d:d4:f5:18,ff:ff:ff:ff:ff:ff,172.50.0.24,172.50.3.255,
34525,30:19:66:71:eb:85,33:33:00:00:00:02,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2054,0c:e7:25:77:8f:28,ff:ff:ff:ff:ff:ff,172.50.1.14,172.50.0.1,1
2048,a8:0c:0d:d4:fb:58,ff:ff:ff:ff:ff:ff,172.50.0.28,172.50.3.255,
2048,d0:a6:37:e4:d2:50,01:00:5e:00:00:fb,172.50.0.218,224.0.0.251,
34525,d0:a6:37:e4:d2:50,33:33:00:00:00:fb,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
-1,a4:9a:58:46:57:60,ff:ff:ff:ff:ff:ff,,,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2048,94:65:9c:ca:b1:5b,01:00:5e:7f:ff:fa,172.50.1.235,239.255.255.250,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
34525,28:c2:dd:89:72:7b,33:33:00:01:00:02,,,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
34605,b4:52:7d:f9:a7:6b,01:40:96:ff:ff:00,,,
2048,a4:9a:58:46:57:60,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.1.112,1
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.2.229,1
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
-1,18:89:5b:cf:72:4d,ff:ff:ff:ff:ff:ff,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,b4:52:7d:f9:a7:6b,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
34525,28:c2:dd:89:72:7b,33:33:00:01:00:02,,,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2048,a8:0c:0d:d4:fc:28,ff:ff:ff:ff:ff:ff,172.50.0.31,172.50.3.255,
2054,cc:89:fd:d1:96:44,ff:ff:ff:ff:ff:ff,172.50.0.241,172.50.0.1,1
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.29.14,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.29.14,172.50.0.218,
2054,b4:52:7d:f9:a7:6b,ff:ff:ff:ff:ff:ff,172.50.3.38,172.50.3.38,1
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,66.235.135.144,
34525,b8:38:61:2c:68:00,33:33:00:01:00:02,,,
2054,d0:92:9e:24:ef:49,ff:ff:ff:ff:ff:ff,172.50.1.105,172.50.0.1,1
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,66.235.135.144,172.50.0.218,
2054,00:21:a0:d2:45:00,ff:ff:ff:ff:ff:ff,172.50.0.10,172.50.0.10,2
2048,a8:0c:0d:d4:f5:70,ff:ff:ff:ff:ff:ff,172.50.0.35,172.50.3.255,
2048,a8:0c:0d:d4:f5:68,ff:ff:ff:ff:ff:ff,172.50.0.25,172.50.3.255,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2048,a8:0c:0d:d4:89:20,ff:ff:ff:ff:ff:ff,172.50.0.33,172.50.3.255,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,64.233.186.95,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
34525,0c:e7:25:77:8f:28,33:33:00:01:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,64.233.186.95,172.50.0.218,
2054,b4:52:7d:f9:a7:6b,ff:ff:ff:ff:ff:ff,172.50.3.38,172.50.3.38,1
2048,a8:0c:0d:d4:fb:98,ff:ff:ff:ff:ff:ff,172.50.0.26,172.50.3.255,
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.35,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.35,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.35,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.35,172.50.0.218,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2054,b4:52:7d:f9:a7:6b,ff:ff:ff:ff:ff:ff,172.50.3.38,172.50.0.1,1
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
34525,64:5a:04:4c:3c:5f,33:33:00:01:00:02,,,
2048,a8:0c:0d:d4:fb:c8,ff:ff:ff:ff:ff:ff,172.50.0.27,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.37,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.37,172.50.0.218,
34525,a8:0c:0d:d4:fc:20,33:33:00:01:00:02,,,
2048,b8:38:61:2c:67:0c,ff:ff:ff:ff:ff:ff,172.50.0.18,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
34525,28:c2:dd:89:72:7b,33:33:00:01:00:02,,,
-1,34:4d:f7:17:bd:90,ff:ff:ff:ff:ff:ff,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.46,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.46,172.50.0.218,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
34525,34:4d:f7:17:bd:90,33:33:00:00:00:16,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,64.233.186.189,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,64.233.186.189,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2054,34:4d:f7:17:bd:90,ff:ff:ff:ff:ff:ff,172.50.1.70,172.50.0.1,1
2048,34:4d:f7:17:bd:90,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2048,34:4d:f7:17:bd:90,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
2048,a8:0c:0d:d4:f5:a8,ff:ff:ff:ff:ff:ff,172.50.0.23,172.50.3.255,
2048,a8:0c:0d:d4:f5:28,ff:ff:ff:ff:ff:ff,172.50.0.41,172.50.3.255,
2048,a8:0c:0d:d4:f9:80,ff:ff:ff:ff:ff:ff,172.50.0.29,172.50.3.255,
2048,b8:38:61:2c:67:c4,ff:ff:ff:ff:ff:ff,172.50.0.20,172.50.3.255,
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2054,5c:51:88:29:e4:6f,ff:ff:ff:ff:ff:ff,172.50.0.240,172.50.0.5,1
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2048,a8:0c:0d:d4:f5:e0,ff:ff:ff:ff:ff:ff,172.50.0.38,172.50.3.255,
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.2.8,1
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
2048,94:65:9c:ca:b1:5b,01:00:5e:7f:ff:fa,172.50.1.235,239.255.255.250,
34525,34:4d:f7:17:bd:90,33:33:ff:17:bd:90,,,
2048,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.3.255,
34605,28:27:bf:b2:0f:7d,01:40:96:ff:ff:00,,,
2048,20:16:d8:72:69:41,01:00:5e:7f:ff:fa,172.50.3.173,239.255.255.250,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,209.225.49.115,172.50.0.218,
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2048,b8:86:87:de:34:0e,01:00:5e:7f:ff:fa,172.50.1.161,239.255.255.250,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.29.14,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.29.14,172.50.0.218,
2048,b8:86:87:de:34:0e,01:00:5e:7f:ff:fa,172.50.1.161,239.255.255.250,
34525,00:27:13:fa:51:ee,33:33:00:01:00:02,,,
2054,74:46:a0:99:31:92,ff:ff:ff:ff:ff:ff,172.50.0.5,172.50.0.49,1
-1,e8:b4:c8:a5:b7:12,ff:ff:ff:ff:ff:ff,,,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
34525,34:4d:f7:17:bd:90,33:33:00:00:00:02,,,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,209.225.49.115,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,209.225.49.115,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
2048,b8:86:87:de:34:0e,01:00:5e:7f:ff:fa,172.50.1.161,239.255.255.250,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2054,fc:92:3b:b5:e2:90,ff:ff:ff:ff:ff:ff,172.50.0.116,172.50.0.1,1
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2048,a8:0c:0d:d4:fb:b8,ff:ff:ff:ff:ff:ff,172.50.0.40,172.50.3.255,
34525,00:27:13:fa:51:ee,33:33:00:01:00:02,,,
2048,a8:0c:0d:d4:f5:78,ff:ff:ff:ff:ff:ff,172.50.0.37,172.50.3.255,
2048,a8:0c:0d:d4:ed:30,ff:ff:ff:ff:ff:ff,172.50.0.39,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,192.230.65.4,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,192.230.65.4,
2048,b8:38:61:2c:66:f0,ff:ff:ff:ff:ff:ff,172.50.0.22,172.50.3.255,
34525,28:c2:dd:89:72:7b,33:33:00:01:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,192.230.65.4,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,192.230.65.4,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,192.230.65.4,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
34525,a8:0c:0d:d4:f5:e0,33:33:00:01:00:02,,,
2048,a8:0c:0d:d4:f5:c8,ff:ff:ff:ff:ff:ff,172.50.0.42,172.50.3.255,
2048,88:32:9b:3d:7f:37,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2048,a8:0c:0d:d4:fc:00,ff:ff:ff:ff:ff:ff,172.50.0.36,172.50.3.255,
2054,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,172.50.2.229,1
2054,fc:92:3b:b5:e2:90,ff:ff:ff:ff:ff:ff,172.50.0.116,172.50.0.1,1
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
2048,20:16:d8:72:69:41,01:00:5e:7f:ff:fa,172.50.3.173,239.255.255.250,
34525,a8:0c:0d:d4:f5:68,33:33:00:01:00:02,,,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
2054,00:27:13:fa:51:ee,ff:ff:ff:ff:ff:ff,172.50.3.216,172.50.0.1,1
34525,00:27:13:fa:51:ee,33:33:00:01:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,209.225.49.115,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
34525,cc:89:fd:d1:96:44,33:33:00:01:00:02,,,
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
-1,c0:bd:d1:c5:94:70,ff:ff:ff:ff:ff:ff,,,
2048,a8:0c:0d:d4:fc:20,ff:ff:ff:ff:ff:ff,172.50.0.32,172.50.3.255,
2048,b8:38:61:2c:68:00,ff:ff:ff:ff:ff:ff,172.50.0.21,172.50.3.255,
2048,a8:0c:0d:d4:f5:18,ff:ff:ff:ff:ff:ff,172.50.0.24,172.50.3.255,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
34525,c0:bd:d1:c5:94:70,33:33:00:00:00:16,,,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,17.253.38.253,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:7f:ff:fa,172.50.1.235,239.255.255.250,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
-1,f0:27:65:4f:ee:94,ff:ff:ff:ff:ff:ff,,,
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2054,00:24:81:db:3e:bf,ff:ff:ff:ff:ff:ff,172.50.0.49,172.50.0.33,1
2048,20:16:d8:72:69:41,01:00:5e:00:00:fb,172.50.3.173,224.0.0.251,
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
2054,30:f7:c5:d3:67:16,ff:ff:ff:ff:ff:ff,172.50.1.157,169.254.255.255,1
2048,94:65:9c:ca:b1:5b,ff:ff:ff:ff:ff:ff,172.50.1.235,172.50.3.255,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,d0:a6:37:e4:d2:50,ff:ff:ff:ff:ff:ff,172.50.0.218,172.50.3.255,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,172.50.1.235,224.0.0.252,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,172.50.1.235,224.0.0.252,
2054,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.0.1,1
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,172.50.1.235,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,172.50.1.235,224.0.0.252,
2054,00:24:81:db:3e:bf,ff:ff:ff:ff:ff:ff,172.50.0.49,172.50.0.20,1
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2054,00:24:81:db:3e:bf,ff:ff:ff:ff:ff:ff,172.50.0.49,172.50.0.21,1
2054,30:f7:c5:d3:67:16,ff:ff:ff:ff:ff:ff,172.50.1.157,169.254.255.255,1
2054,00:24:81:db:3e:bf,ff:ff:ff:ff:ff:ff,172.50.0.49,172.50.0.22,1
2048,94:65:9c:ca:b1:5b,ff:ff:ff:ff:ff:ff,172.50.1.235,172.50.3.255,
2054,00:24:81:db:3e:bf,d0:a6:37:e4:d2:50,172.50.0.49,172.50.0.218,1
2054,d0:a6:37:e4:d2:50,00:24:81:db:3e:bf,172.50.0.218,172.50.0.49,2
2048,a8:0c:0d:d4:fc:28,ff:ff:ff:ff:ff:ff,172.50.0.31,172.50.3.255,
2054,00:24:81:db:3e:bf,ff:ff:ff:ff:ff:ff,172.50.0.49,172.50.0.23,1
